DIRECCION_BASE	count
KR 99-CL 19A	1
CL 182-KR 1 E	1
KR 82H-CL 62 S	1
CL 49-KR 91BIS S	1
KR 60-CL 52A	1
CL 146-KR 14B	1
KR 93A-CL 75	1
CL 63-KR 77C	1
KR 64A-CL 40	1
KR 8-CL 110	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 205	1
AV AVENIDA CARACAS-CL 68C S	1
CL 77BIS-KR 5 S	1
CL 61-TR 17ABIS S	1
CL 48U-KR 5 S	1
TR 28-CL 32	1
CL 70-KR 18	1
AC 10-KR 10	1
CL 57A-KR 63	1
CL 8-KR 20A	1
KR 68-CL 34A S	1
CL 62-KR 86D S	1
CL 78-KR 78D	1
AV AVENIDA PRIMERO DE MAYO-KR 57	1
AV AVENIDA PRIMERA DE MAYO-CL 73D	1
KR 72-CL 86	1
KR 26-CL 2B	1
AC 153-KR 46	1
KR 11-CL 45A S	1
CL 67-KR 12 S	1
CL 68-KR 51A S	1
CL 46-KR 24	1
CL 64-KR 2C S	1
KR 5B-CL 49BBIS S	1
DG 51BBIS-KR 2D S	1
KR 69F-CL 3	1
CL 69B-KR 107A	1
KR 30-CL 20 S	1
CL 37D-KR 3B SE	1
AC 3-KR 22	1
KR 6-CL 57	1
AC 45A-KR 51DBIS	1
CL 80C-KR 102	1
KR 78H-CL 38B	1
CL 40-KR 114	1
CL 42-KR 99B S	1
KR 21-CL 142	1
CL 59-KR 76G	1
CL 188-KR 5D	1
AV AVENIDA DE LAS AMERICAS- KR 43	1
CL 74D-KR 80J S	1
CL 42A-KR 91C E	1
KR 36-CL 53	1
KR 147ABIS-CL 138A	1
CL 127D-KR 57	1
CL 4A-KR 53ABIS	1
KR 91-CL 153A	1
CL 29C-KR 78	1
KR 14-DG 37C S	1
KR 11A-CL 10 S	1
TR 22A-DG 60A	1
TR 71D-CL 4 S	1
KR 81C-CL 48H S	1
CL 71-KR 61 S	1
CL 37A-KR 3 S	1
TR 23-DG 43 S	1
KR 10C-CL 27 S	1
CL 78L-KR 68 S	1
KR 68-CL 30HBIS S	1
CL 73-KR 23	1
DG 68-KR 49C S	1
CL 63B-KR 77G S	1
CL 141A-KR 76	1
KR 19B-CL 59C S	1
AV AVENIDA PASEO DE LOS LIBERTADORES-KR 136	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 58	1
KR 7A-CL 51 S	1
DG 41A-KR 26	1
KR 88-CL 128	1
KR 80MBISA-CL 66 S	1
CL 9-KR 20A	1
CL 4C-KR 53B	1
KR 70-CL 64F	1
CL 42A-KR 90B S	1
TR 72H-DG 52 S	1
CL 92-KR 2 S	1
KR 26A-DG 45A	1
CL 136C-TR 137	1
KR 126-CL 138	1
CL 69H-KR 80A	1
CL 14-KR 106	1
CL 4B-KR 23A	1
CL 72-TR 55	1
KR 69Q-CL 86	1
KR 85-DG 87BIS	1
KR 31A-CL 25D	1
CL 12-KR 12	1
AV AVENIDA PRIMERO DE MAYO-CL 13	1
CL 28-KR 25 S	1
CL 78D-KR 80J	1
CL 82-KR 116B	1
KR 148B-CL 132	1
CL 127D-KR 55	1
TR 1-CL 81 ES	1
CL 134-KR 111A	1
CL 125-KR 15A	1
KR 15-CL 50	1
KR 89ABISA-CL 49D S	1
TR 42-CL 26 S	1
CL 114A-KR 8A SE	1
KR 146A-CL 144	1
KR 12-CL 76A S	1
KR 78P-CL 40C S	1
KR 93B-CL 32 S	1
CL 23F-KR 109	1
CL 144A-KR 52	1
KR 8A-CL 30B S	1
CL 80-KR 78C	1
CL 27A-KR 51 S	1
CL 35-KR 4	1
KR 72-CL 166	1
CL 27A-KR 12B	1
KR 73B-CL 64A S	1
KR 78G-CL 17	1
CL 45-KR 78HBISA S	1
KR 87-CL 71B	1
KR 31-CL 68 S	1
CL 69J-KR 32 S	1
AC 68-KR 95	1
CL 5A-KR 87H	1
CL 111C-KR 86A	1
KR 9-CL 30F S	1
KR 51 A BIS- CL 40	1
KR 75D-CL 25 S	1
KR 1-CL 97F S	1
CL 30-KR 6 SE	1
CL 36-KR 23	1
KR 145-CL 85	1
KR 24-CL 38BIS	1
KR 65 - CL 11	1
CL 140A-KR 100	1
KR 22-CL 6	1
AK 71B-CL 55A S	1
TR 113-DG 66	1
KR 6-CL 97D ES	1
CL 59-KR 79B	1
CL 75C-KR 93A	1
DG 87-KR 3A S	1
KR 92-CL 163	1
TR 95BIS-DG 25G	1
CL 78-KR 55B	1
KR 10C-CL 30D S	1
KR 87-CL 53BIS S	1
KR 100-CL 72 S	1
CL 38-KR 97B	1
CL 76-KR 88 S	1
CL 20-KR 10B SE	1
KR 45-CL 80B	1
AV AVENIDA CENTENARIO-KR 96BIS	1
DG 52A-KR 33 S	1
KR 10-CL 75A	1
KR 80P-CL 70B S	1
CL 71B-KR 79 S	1
CL 83B-KR 24	1
CL 55-KR 82BBIS S	1
KR 87B-CL 83C S	1
CL 49D-KR 9 S	1
CL 28-KR 4 SE	1
KR 9-CL 49BBIS S	1
KR 79B-CL 26 S	1
CL 9-KR 66	1
AV AVENIDA PRIMERA DE MAYO-KR 53F	1
CL 127-TR 58	1
CL 67-KR 113F	1
KR 68G-CL 60 S	1
CL 96C-KR 5A S	1
TR 73G-CL 69 S	1
KR 116C-CL 67	1
KR 86-CL 37	1
CL 75-KR 80P S	1
CL 4B-KR 10 E	1
KR 8C-CL 161	1
KR 38-CL 1H	1
DG 21A-TR 19	1
AC 80-KR 103B	1
CL 5A-KR 45	1
CL 115-KR 5I	1
CL 58C-KR 85B S	1
CL 67C-KR 105C	1
AK 50-CL 84	1
CL 3-KR 78B	1
DG 40-KR 52	1
KR 18HBIS-CL 69 S	1
CL 64 S- KR 21 A S	1
CL 65BIS-KR 92	1
KR 60B-CL 63	1
KR 91C-CL 5 S	1
KR 92A-CL 75	1
CL 18-KR 34D S	1
CL 45A-KR 50BISA S	1
CL 67A-KR 56	1
CL 22B-KR 63B	1
CL 220-KR 79	1
CL 68D-TR 70	1
CL 63N-KR 30	1
CL 37B-KR 68B S	1
KR 17DBIS-DG 64ABIS S	1
CL 62-KR 86A	1
CL 64-KR 85A S	1
CL 59C-KR 49	1
CL 64-KR 18IBIS S	1
CL 58-KR 45A S	1
KR 31B-CL 2	1
CL 83-KR 95A	1
AV AVENIDA BOYACA-CL 19A S	1
CL 44-TR 72CBIS S	1
CL 63-KR 105A	1
TR 187-CL 69 S	1
CL 46A-KR 3BIS SE	1
KR 13-CL 3	1
CL 75A-KR 73P S	1
CL 49-KR 89B	1
AC 27-KR 21 S	1
CL 76A-KR 14A	1
KR 152-CL 130	1
CL 57B-KR 87B S	1
CL 17-KR 8A	1
KR 60-CL 127B	1
CL 103B-KR 51	1
KR 58C-CL 152	1
TV 50 - CL 76	1
CL 150-KR 117	1
AV AVENIDA CIUDAD DE CALI-CL 92D	1
CL 17BIS-KR 120	1
AC 86B-KR 15	1
CL 99-KR 13A	1
KR 6-CL 162	1
CL 60A-KR 74C S	1
KR 18-CL 68B S	1
CL 25B-KR 82	1
KR 112B-CL 22I	1
TR 42H-CL 3	1
KR 78C-CL 70A	1
KR 87I-CL 84D S	1
TR 77I-CL 69A S	1
KR 124-CL 130F	1
AV AVENIDA SUBA-CL 152	1
CL 131A-KR 58	1
AK 30-CL 9A	1
AK 89B-CL 51B S	1
CL 127BIS-KR 86	1
CL 66-KR 1D	1
CL 72-KR 105B	1
CL 25F-KR 80C	1
KR 50A-CL 32 S	1
KR 4C-CL 93A S	1
KR 53-CL 3	1
KR 50A-CL 66	1
TR 60-AC 70 S	1
AV AVENIDA ALFREDO D BATEMAN- CL 95	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 57R	1
KR 86-CL 1F	1
KR 4C-CL 25B	1
CL 48A-KR 1	1
CL 164BIS-KR 12A	1
KR 24R-CL 55 S	1
KR 60-CL 60B	1
KR 5C-CL 49 S	1
KR 11BIS-CL 2 ES	1
TR 53-CL 20 S	1
AC 80-KR 78C	1
CL 92A-KR 7	1
KR 80-CL 6D	1
CL 22B-KR 120	1
KR 24C-CL 62 S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 60A	1
CL 77A-KR 112BIS	1
KR 72B-CL 10B	1
KR 51-CL 57 S	1
KR 69B-CL 21A	1
KR 104-CL 86A	1
DG 71B-TR 85	1
KR 86B-CL 61B S	1
DG 83-TR 78	1
KR 24B-CL 7 S	1
CL 19-KR 39BISA	1
KR 14V-CL 71 S	1
KR 105D-CL 64C	1
KR 72-CL 5R	1
DG 48LBISA-TR 5LBIS S	1
CL 21BIS-KR 40	1
DG 51A-KR 54B S	1
KR 108-CL 68C	1
CL 45-KR 54A S	1
KR 102-CL 85A	1
KR 80-DG 60 S	1
KR 18-CL 60 S	1
KR 56A-CL 5B	1
CL 55-KR 98	1
KR 5-CL 92 S	1
KR 86-CL 22D	1
CL 54F-KR 89B S	1
KR 26A-CL 42 S	1
KR 18-CL 60G S	1
KR 89 - CL 26	1
CL 63-KR 111D	1
AK 14-CL 72 S	1
CL 17A-KR 9F SE	1
KR 76A-CL 57R	1
CL 74BIS-KR 85	1
KR 7-CL 14	1
KR 90-CL 71A	1
CL 41-KR 87G S	1
CL 152-KR 106B	1
KR 4-CL 72BIS	1
KR 64-CL 103	1
KR 22G-CL 63 S	1
AV AVENIDA DEL SUR-CL 62B	1
KR 78H-CL 65 S	1
CL 41-KR 52A S	1
KR 17M-CL 69C S	1
CL 68A-KR 48D S	1
AV AVENIDA CIRCUNVALAR-CL 48	1
CL 163-KR 14D	1
DG 24-KR 29	1
CL 134A-KR 9B	1
CL 59-KR 78I S	1
TR 100G-CL 71C	1
CL 188C-KR 5D	1
CL 1C-KR 3	1
CL 115-KR 6C E	1
KR 14-CL 34 S	1
CL 40B-KR 86D S	1
CL 67ABISA-KR 18C S	1
CL 65F-KR 78J S	1
KR 88F-CL 59C S	1
CL 151-KR 14B	1
CL 37BBIS-KR 3A E	1
KR 82D-CL 6D	1
CL 73-KR 28	1
KR 121-CL 64D	1
KR 78-DG 7ABIS	1
CL 75-KR 83	1
KR 80-CL 91 S	1
KR 65-CL 55A S	1
CL 26-KR 37 S	1
KR 40-CL 9 S	1
CL 48-KR 14	1
KR 8-CL 1A S	1
KR 89-CL 130B	1
CL 22BIS-KR 9B SE	1
KR 15-DG 42BIS	1
KR 23-CL 184	1
CL 65B-KR 77M S	1
KR 17BIS-CL 70A	1
TR 123-AC 3F	1
CL 43-KR 11B	1
CL 78-KR 82	1
CL 64-KR 37	1
KR 18D-CL 60 S	1
KR 95A-CL 129C	1
KR 7-CL 176	1
CL 141C-KR 103F	1
CL 56 A AS- KR 78 P S	1
CL 147-KR 58C	1
KR 5-CL 2B	1
CL 75A-TR 60 S	1
CL 143A-KR 139	1
CL 64-KR 4A	1
CL 20A-TR 39	1
KR 68-CL 66C	1
AV AVENIDA CARACAS-CL 03	1
CL 115-KR 8I SE	1
CL 79A-KR 62	1
CL 116-KR 0F	1
CL 87-KR 112	1
CL 44-KR 14 S	1
CL 75A-KR 58 S	1
KR 94 C - CL 136	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 49	1
CL 8 S- KR 37 S	1
CL 82-KR 112F	1
KR 5A-CL 112A S	1
CL 121-KR 11A	1
KR 82A-CL 70B S	1
AV AVENIDA BOYACA-KR 81B	1
KR 56BIS-CL 79	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-TR 78	1
CL 73-KR 17H S	1
AV AVENIDA CIUDAD DE CALI-DG 3	1
KR 128-CL 22G	1
CL 64H-KR 77C	1
CL 136A-KR 118	1
TR 83-DG 34B S	1
CL 43-TR 13F	1
TR 13H-DG 46	1
KR 6-CL 8A S	1
CL 143-KR 108A	1
KR 50 - CL 26	1
CL 162-KR 76	1
AK 70-CL 86	1
CL 128A-KR 60	1
DG 64-KR 17A	1
CL 65A-KR 11A S	1
CL 64-KR 50	1
KR 35D-CL 1	1
CL 57R-KR 62F S	1
TR 1-CL 84B ES	1
CL 49D-KR 9	1
KR 71F-CL 12D	1
KR 18A-CL 1C	1
AV AVENIDA PRIMERO DE MAYO- AV AVENIDA CARACAS	1
CL 100 - KR 11 B	1
KR 120-CL 17C	1
CL 20-KR 85	1
AV AVENIDA CARACAS-DG 3A S	1
CL 86-KR 120	1
KR 16A-CL 24	1
CL 21BIS-KR 70	1
CL 43-KR 52A S	1
KR 16-CL 163A	1
CL 68-KR 14	1
CL 51-KR 88H	1
AV AVENIDA DEL SUR-CL 27A S	1
TR 44-DG 50B S	1
KR 70Q-CL 101	1
CL 62-KR 44D S	1
CL 65A-KR 77A	1
DG 48Y-KR 5P S	1
AV AVENIDA BOYACA-CL 58A	1
AC 6-KR 72C	1
CL 3-KR 17A	1
CL 56A-KR 3C S	1
DG 13BIS-KR 24D	1
AV AVENIDA BOYACA-KR 59B	1
DG 62D-KR 19A S	1
CL 187-KR 55A	1
KR 111-CL 151C	1
KR 10-CL 26A	1
AK 86-CL 75A	1
CL 71BIS-KR 16C S	1
CL 52A-KR 86 S	1
AK 7-CL 36 S	1
AC 24-KR 70	1
CL 74-KR 62	1
KR 69-CL 79A	1
TR 14T-DG 69BIS S	1
AK 7-CL 84B	1
CL 68A-KR 68F	1
CL 48-KR 24A	1
KR 1-CL 8	1
KR 83-CL 70	1
AV AVENIDA PRIMERO DE MAYO-CL 42L S	1
CL 36-KR 9 E	1
AK 118-CL 132C	1
KR 116 B - CL 77 B	1
KR 2-CL 27B ES	1
CL 5-KR 2	1
CL 65A-KR 70 S	1
CL 64B-KR 71D	1
KR 105C-CL 135A	1
CL 31-KR 9A S	1
KR 94 - CL 24 F	1
CL 57R-KR 65 S	1
DG 44A-KR 23B S	1
CL 5B-KR 748G	1
CL 59C-KR 40G	1
CL 26-KR 78PBIS S	1
KR 89B-CL 50A S	1
TR 80I-CL 94 S	1
CL 115-KR 14V	1
AV AVENIDA BOYACA-CL 14V	1
AC 145-KR 72	1
CL 40-KR 72I	1
KR 90-CL 76	1
AK 71B-CL 10	1
CL 44-KR 32A S	1
CL 52A-TR 35BIS	1
CL 157-KR 90	1
CL 80-KR 4 S	1
AK 50-CL 26 S	1
KR 87-CL 128C	1
KR 54B-DG 51A S	1
KR 68-CL 38A S	1
CL 56FBIS-KR 90B S	1
CL 47B-KR 29	1
KR 77-CL 66A	1
CL 1B-TR 52BIS	1
AK 100-CL 23D	1
DG 147-KR 76B	1
KR 80J-CL 71	1
KR 128-CL 137	1
CL 71B-KR 28A	1
AK 8-CL 118A ES	1
KR 82A-CL 6C	1
CL 53-KR 62	1
CL 8-KR 24 S	1
KR 86B-CL 41 S	1
KR 91A-CL 131B	1
CL 81-KR 110	1
CL 58B-KR 21 S	1
AV AVENIDA PASEO LOS LIBERTADORES-CL 200	1
KR 69G-CL 38 S	1
CL 139-KR 111A	1
TR 18I-CL 68	1
CL 15-KR 69	1
KR 92B-CL 127C	1
CL 23D-KR 111A	1
KR 71B-CL 6C	1
KR 50-CL 2BIS	1
KR 72-CL 56B S	1
CL 48R-KR 4	1
AV AVENIDA BOYACA-KR 49A	1
CL 76A-KR 65 S	1
KR 52A-CL 136	1
AV AVENIDA DEL SUR-KR 63B	1
CL 46GBIS-KR 13A SE	1
KR 82-CL 8	1
CL 55-KR 19G S	1
CL 64-KR 18D	1
CL 30-KR 34 S	1
KR 11-CL 157	1
KR 15-CL 45A	1
KR 21-CL 33 S	1
KR 28-CL 128B	1
KR 44-CL 70	1
CL 170-KR 55B	1
AC 57R-KR 64	1
CL 128DBIS-KR 88A	1
CL 80-KR 94I	1
KR 5L-CL 49D S	1
CL 42A-KR 51B S	1
KR 76-CL 19	1
KR 13A-CL 55	1
CL 38G-KR 86D S	1
CL 68D-KR 20F S	1
CL 209-KR 114	1
CL 133-TR 126B	1
CL 61D-KR 27	1
CL 69B-KR 78B	1
KR 68-CL 80D	1
CL 72A-KR 78C S	1
CL 4-KR 44	1
CL 83-KR 86	1
TR 3A-DG 22 ES	1
AV AVENIDA CARLOS LLERAS RESTREPO-CL 22	1
CL 56A-KR 72	1
KR 29-CL 56A S	1
KR 73-CL 64A	1
CL 125B-KR 77	1
CL 4-KR 15A S	1
CL 77-KR 80J S	1
KR 85-CL 63B	1
CL 6B-KR 50	1
CL 153A-KR 99	1
KR 12B-CL 73D S	1
CL 28-KR 5B	1
CL 25C-KR 37	1
CL 134-KR 10A	1
KR 52A-CL 178	1
DG 69A-KR 116C	1
DG 45A-KR 61 S	1
KR 19-CL 5	1
CL 32-KR 5 S	1
KR 9-CL 3	1
CL 36C-KR 9 SE	1
DG 130-KR 156A	1
KR 11-CL 158	1
DG 119A-KR 5H SE	1
KR 54B-CL 51C S	1
CL 84-KR 13 S	1
KR 65-CL 67D	1
CL 100-KR 49B	1
CL 70-KR 29D	1
CL 17A-KR 85	1
KR 34D-CL 17B S	1
AV AVENIDA BOYACA-CL 73C S	1
CL 81A-KR 14 S	1
DG 50-KR 11B SE	1
CL 57R-KR 71G S	1
DG 48-TR 13J S	1
CL 71C-KR 28B	1
KR 14BIS-CL 75 S	1
AV AVENIDA DEL SUR-CL 58A	1
AK 45-CL 14	1
KR 61-CL 76	1
TR 76B-CL 69 S	1
AV AVENIDA CIUDAD DE CALI-KR 8A	1
KR 71B-CL 79A	1
AV AVENIDA SUBA-AC 115	1
AV AVENIDA DEL SUR-CL 70C	1
KR 14B-CL 16L	1
KR 52A-CL 32	1
CL 31-KR 4	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 59B	1
CL 44-TR 26 S	1
KR 18A-CL 148	1
KR 25-CL 66A	1
KR 8C-CL 167D	1
KR 13-CL 50A S	1
TR 13K-CL 45F S	1
KR 13-CL 38 ES	1
KR 17-CL 7	1
KR 10-CL 48HBIS S	1
KR 46-CL 176	1
CL 71-KR 88F S	1
CL 50A-KR 10 S	1
CL 76A-KR 6	1
CL 68A-KR 52	1
KR 12-CL 74 S	1
CL 84-KR 89A	1
KR 105-CL 77B	1
CL 74B-KR 72BIS	1
KR 69DBIS-CL 1	1
AC 60-KR 18B	1
KR 106-CL 130D	1
KR 15-CL 71B ES	1
CL 56-KR 95A	1
KR 8B-CL 75D	1
KR 81I-CL 55 S	1
KR 2F-CL 48R	1
KR 42-CL 73C S	1
KR 18A-DG 81BISA S	1
CL 42A-KR 99B	1
KR 36-CL 51B S	1
KR 71G-CL 62C S	1
KR 86G-CL 1 S	1
KR 53-DG 48	1
CL 24C-TR 85G	1
KR 79-CL 10B	1
DG 24C-KR 97	1
KR 34B-CL 37 S	1
KR 63A-CL 14	1
KR 127-CL 22D	1
CL 119A-KR 58	1
CL 47BIS-KR 27 S	1
KR 71D-CL 12A	1
KR 76-CL 69I	1
KR 18QBISA-CL 65 S	1
CL 38-KR 1 S	1
CL 6A-KR 20A S	1
TR 78H-CL 43 S	1
AK 11-CL 79	1
KR 70-CL 54L	1
CL 24-KR 69A S	1
KR 18 D BISD- CL 67 A	1
CL 64H-KR 69C	1
CL 3-KR 35	1
DG 45-KR 51 S	1
CL 89-KR 14F S	1
KR 53-CL 51	1
KR 21-CL 12B	1
KR 98B-CL 145	1
KR 37-CL 62	1
KR 50-DG 39A	1
CL 50B-KR 35	1
KR 88F-CL 59C	1
KR 14V-CL 73DBIS S	1
CL 65A-KR 80	1
CL 97-KR 7D S	1
CL 93-KR 9A	1
CL 33-KR 23F S	1
KR 19-CL 31B S	1
KR 29C-CL 18 S	1
CL 70A-KR 116B	1
KR 94I-CL 83	1
KR 92A-CL 145	1
KR 91B-CL 127B	1
CL 80-KR 94C	1
TR 70DBIS-CL 68	1
CL 1-KR 73BBIS	1
CL 68B-KR 14L S	1
CL 154-KR 15	1
CL 21-KR 72	1
KR 120-CL 78B	1
CL 35-KR 11B S	1
CL 48-KR 72MBISA S	1
KR 78-CL 57C	1
AV AVENIDA CARACAS-CL 139 S	1
CL 61A-KR 18Q S	1
AC 26-KR 6	1
KR 53-DG 18A	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 60 S	1
CL 36H-KR 3C SE	1
KR 8-CL 114A ES	1
KR 78C-CL 7ABIS	1
CL 19-KR 29A	1
TR 6C-DG 52C ES	1
CL 67ABIS-KR 18C S	1
KR 11-CL 8	1
KR 111-CL 120	1
KR 6-CL 129 S	1
KR 14BIS-CL 53A ES	1
CL 24B-KR 68A	1
KR 44-CL 81BIS S	1
TR 34F-CL 40 S	1
CL 22C-KR 19	1
CL 24-KR 92	1
CL 65-KR 64 S	1
CL 167-KR 5	1
DG 68D-KR 71C	1
KR 13-CL 183	1
KR 76-CL 159C	1
KR 5-CL 115 ES	1
KR 10D-CL 13 ES	1
CL 17-KR 128A	1
CL 62-KR 84C	1
CL 80A-KR 101	1
KR 18-CL 2	1
KR 20-CL 101	1
CL 1B-KR 30	1
CL 82-KR 5 S	1
CL 73BIS-KR 69K	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 57	1
CL 78C-KR 18C	1
TR 78-CL 68 S	1
CL 62-TR 17 S	1
TR 94-CL 24F	1
AK 14-CL 74C	1
CL 8C-KR 114	1
KR 80GBIS-CL 42A	1
CL 23ABIS-KR 85	1
CL 187-KR 18ABIS	1
TR 72A-CL 45	1
KR 19A-CL 58 S	1
KR 80J-CL 71F S	1
DG 16-KR 46G	1
CL 4-KR 14 S	1
KR 29A-CL 70	1
KR 111B-CL 64	1
CL 17F-KR 120	1
KR 5A-CL 28A	1
KR 63-CL 96	1
CL 88-KR 95	1
KR 32A-CL 25A	1
KR 36-CL 42A S	1
CL 29A-KR 39A S	1
DG 39A-KR 34D S	1
KR 68C-CL 21 S	1
AV AVENIDA TINTAL-CL 49D	1
CL 57R-KR 62	1
CL 195-KR 22	1
TR 50-CL 75	1
AV AVENIDA BOYACA-KR 18T	1
KR 74A-CL 11B	1
CL 48K-KR 04 S	1
CL 57Q-KR 75B E	1
CL 170-KR 116	1
CL 44-KR 9J S	1
CL 53A-KR 27A	1
KR 11-CL 89A	1
KR 77G-CL 61 S	1
CL 132ABISA-KR 130A	1
CL 71C-KR 80J S	1
CL 94 - KR 18	1
DG 7-KR 38	1
KR 9-CL 158	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 125	1
CL 54B-KR 80HBIS	1
TR 3H-DG 70B S	1
KR 70B-CL 03	1
CL 2B-KR 39B	1
KR 83-CL 4 S	1
TR 79D-CL 73C S	1
KR 72A-CL 4	1
CL 77-KR 62	1
TR 44-CL 78A S	1
AV AVENIDA CARACAS-CL 76A	1
KR 87BIS-CL 90	1
KR 86-CL 76BIS	1
CL 70G-KR 18N S	1
TR 93-DG 53	1
KR 45-CL 23	1
AC 6-KR 46	1
DG 66-TR 73D S	1
CL 52-KR 92A S	1
KR 11C-CL 36 S	1
CL 140-KR 10B	1
KR 81B-CL 51B S	1
KR 80G-CL 02 S	1
CL 11A-KR 38	1
CL 22-KR 12	1
AV AVENIDA BOYACA-DG 47 S	1
CL 154A-KR 89	1
KR 55-CL 2A	1
CL 47-KR 72	1
CL 8A-KR 82	1
KR 103-CL 141A	1
KR 72K-CL 37	1
KR 18M-CL 70A S	1
KR 80-CL 58	1
CL 43D-KR 68F	1
KR 102A-CL 25G	1
CL 85A-KR 49A	1
CL 22-KR 69C S	1
CL 25C-KR 86	1
AV AVENIDA CIUDAD DE QUITO-AV AVENIDA DEL SUR	1
CL 62-KR 22F S	1
KR 52-CL 68	1
AC 6-KR 69F	1
AV AVENIDA PRIMERO DE MAYO-CL 11B	1
AV AVENIDA CIUDAD DE CALI-CL 87 S	1
CL 53B-KR 32 S	1
KR 19C-CL 59C S	1
CL 23B-KR 106	1
TR 87G-CL 78 S	1
KR 95A-CL 131B	1
KR 26-CL 27F	1
TR 60-DG 50G S	1
KR 107-CL 79	1
CL 64ABIS-KR 17A S	1
CL 6A-KR 90A	1
CL 133A-KR 107B	1
CL 74H-KR 27A S	1
AV AVENIDA PRIMERA DE MAYO-KR 40 S	1
KR 12I-CL 33 S	1
CL 1-KR 28	1
AV AVENIDA BOSA-CL 12BIS	1
CL 56F-KR 94	1
AV AVENIDA CIUDAD DE CALI-CL 156C	1
KR 103B-CL 151B	1
AV AVENIDA BOYACA-KR 14BISA	1
CL 44B-KR 73	1
AV AVENIDA PRIMERO DE MAYO-CL 68	1
CL 26 S- KR 50 S	1
KR 13-CL 143	1
AK 11-CL 92	1
TR 113-CL 68A	1
AC 26-KR 70C	1
AV AVENIDA BOYACA-KR 61	1
KR 33H-CL 58 S	1
AV AVENIDA BOYACA- CL 8 B	1
AC 3-KR 39B	1
KR 70B-CL 99A	1
TR 78HBIS-CL 43A S	1
AV AVENIDA PRIMERO DE MAYO-KR 94	1
CL 131C-KR 88B	1
TR 2G-CL 54	1
CL 79-KR 107	1
CL 47B-KR 79B S	1
KR 129-DG 77B	1
KR 7-CL 17B	1
CL 57B-KR 72 E	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 34	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 133	1
CL 22F-KR 83	1
KR 93-CL 131F	1
CL 4A-KR 51	1
CL 45A-KR 50A	1
KR 27A-CL 2C	1
KR 80-CL 73 S	1
CL 85-KR 71C S	1
KR 121H-CL 66A	1
KR 86-CL 64BISA	1
KR 16-CL 180	1
CL 78B-KR 123B	1
KR 5A-CL 32	1
AV AVENIDA JOSE CELESTINO MUTIS-KR 111C	1
CL 95-TR 19A	1
CL 77-KR 128	1
KR 80F-CL 42A	1
KR 52C-CL 45	1
CL 81C-KR 6D	1
CL 70-KR 57	1
AV AVENIDA SUBA-CL 85B	1
KR 24 - CL 78	1
CL 167 - KR 73	1
AV AVENIDA CIUDAD DE CALI-CL 89B	1
KR 106A-CL 84 S	1
TR 55B-DG 79	1
CL 40-KR 18A	1
KR 73CBIS-CL 38C S	1
CL 78C-KR 18C S	1
DG 38-KR 81A S	1
CL 80 - KR 86	1
AC 26-KR 52 S	1
CL 70-KR 99	1
CL 67D-KR 105B	1
CL 109-KR 5	1
CL 51B-KR 11A S	1
CL 78-KR 17F S	1
CL 73-KR 77M S	1
AK 100-CL 23F	1
KR 17-CL 67ABIS S	1
KR 77A-CL 63A	1
CL 84-KR 89	1
KR 1-CL 83	1
CL 42-KR 93I	1
KR 87C-CL 41 S	1
KR 87I-CL 42A S	1
CL 38A-TR 35	1
KR 29-CL 14A S	1
AC 80-TR 76D	1
KR 88H-CL 56G S	1
CL 26-KR 68BBISB	1
KR 37 - CL 10	1
CL 128C-KR 102A	1
TR 47-DG 5FBIS	1
CL 40G-KR 78D S	1
CL 132A-KR 106A	1
DG 65GBISA-KR 78F S	1
CL 42F-KR 91C S	1
CL 245-KR 9	1
KR 85-CL 15A	1
CL 54-KR 152A	1
CL 46A-KR 3 SE	1
KR 3-CL 48Y S	1
KR 78F-CL 41B S	1
AV AVENIDA DE LAS AMERICAS-CL 79A	1
AC 17-KR 123A	1
CL 3-KR 8 SE	1
TR 160-CL 60	1
KR 86-CL 161B	1
CL 71-KR 81F S	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 47A	1
CL 59-KR 83B S	1
CL 40BIS-KR 7 SE	1
CL 10-KR 23	1
TR 50-CL 69A S	1
CL 33B-KR 4	1
CL 19-KR 116	1
KR 19-CL 9BIS	1
KR 71G-CL 61 S	1
KR 92-CL 57BBIS S	1
CL 72-KR 107A	1
AV AVENIDA BOYACA- CL 139	1
CL 1B-KR 7 E	1
CL 63A-KR 56A	1
AV AVENIDA PASEO LOS LIBERTADORES-CL 165	1
CL 50A-KR 52	1
DG 32CBISA-KR 12B S	1
CL 72F-KR 116	1
CL 58-KR 28	1
AK 50-CL 44F	1
CL 49B-KR 23 S	1
CL 30-KR 7	1
AV AVENIDA CARACAS-CL 73B	1
CL 58I-KR 79F	1
CL 115-KR 7 SE	1
