	Address	Latitude	Longitude
1728	CL 28-TR 6	4.6148909	-74.06848755
1729	KR 14-CL 88 S	4.716833	-74.1041599
1730	KR 93D-CL 65 S	4.69197253	-74.11868987
1731	CL 25-KR 69BIS S	4.61500245	-74.1353413
1732	CL 61-KR 20A S	4.58793005	-74.1811538
1733	CL 109B-KR 4	4.6942357	-74.0479611
1734	CL 77-KR 61	4.6836909	-74.083676
1735	CL 33-KR 14A S	4.621742	-74.07254715
1736	KR 96B-CL 20C	4.68055852	-74.14628797
1737	KR 5A-CL 32BIS S	4.549164	-74.1105657
1738	KR 8-CL 36	4.6251884	-74.07225175
1739	DG 48-KR 52A S	4.6095555	-74.1236012
1740	CL 109-KR 7F SE	4.68577605	-74.0278102
1741	CL 142-KR 111	4.74662135	-74.10029225
1742	KR 24C-CL 1H	4.5970631	-74.0972386
1743	AC 153-KR 96	4.73784162	-74.0487717
1744	KR 70R-CL 64	4.70445958	-74.1362476
1745	KR 100A-CL 59B S	4.5703244	-74.1462494
1746	KR 5-CL 91	4.71366305	-74.09662535
1747	KR 18-CL 65A S	4.7053754	-74.1338884
1748	TR 78C-AC 6	4.5908371	-74.0795402
1749	CL 139-KR 102C	4.7408842	-74.0957702
1750	CL 55-KR 9A	4.64258455	-74.06604125
1751	AV AVENIDA CUIDAD DE VILLAVICENCIO-TR 74	4.5708108	-74.12905275
1752	CL 19-KR 24H S	4.60258375	-74.0674412
1753	AV AVENIDA DE LAS AMERICAS-AC 6	4.62770309	-74.1053045
1754	CL 38C-KR 72J S	4.6119015	-74.1436396
1755	KR 111B-CL 64C	4.702935	-74.1337939
1756	CL 48A-KR 25 S	4.6350521	-74.0632305
1757	CL 161B-KR 13	4.73912481	-74.03122145
1758	CL 118-KR 18	4.69946	-74.048689
1759	AV AVENIDA DE LAS AMERICAS-KR 47A	4.6194997	-74.140809
1760	KR 77M-CL 72B S	4.70553145	-74.11712085
1761	CL 5A-KR 83 S	4.6373275	-74.1584259
1762	KR 68C-CL 78BIS	4.683582	-74.0816774
1763	TR 26-CL 35 S	4.6237681	-74.06939915
1764	CL 2-KR 31C	4.60220525	-74.10230145
1765	AC 26-KR 75N	4.6405494	-74.0666062
1766	KR 31-CL 31	4.585977	-74.1145649
1767	KR 77-CL 7	4.72984	-74.0250029
1768	KR 86C-CL 6	4.58990105	-74.0718791
1769	KR 79CBIS-CL 2	4.6148975	-74.1204454
1770	DG 14BIS-AK 54	4.64955762	-74.10669008
1771	CL 45A-KR 53N S	4.647513	-74.089108
1772	CL 152-KR 52	4.73599346	-74.05844845
1773	AV AVENIDA DEL SUR-KR 77I	4.541067	-74.1492019
1774	AV AVENIDA CIRCUNVALAR-CL 30A	4.6147328	-74.0635202
1775	DG 45F-TR 16C S	4.584516	-74.0998759
1776	CL 152-KR 132BIS	4.741092	-74.121989
1777	CL 31-KR 71D S	4.6026319	-74.1261032
1778	CL 168A-KR 2 E	4.7433438	-74.01711355
1779	CL 11-KR 68C	4.6352871	-74.1230836
1780	KR 139-CL 142C	4.7491308	-74.1139069
1781	AV AVENIDA CARACAS-KR 13A S	4.565786	-74.126536
1782	TR 14T-DG 69F S	4.612909	-74.1340865
1783	KR 78A-CL 38C S	4.6112247	-74.1427313
1784	CL 44-KR 63A	4.64298495	-74.0911403
1785	KR 2A-CL 4 ES	4.59551215	-74.08585815
1786	KR 29-CL 3	4.6026305	-74.0998616
1787	TR 94C-CL 85	4.68129824	-74.07391499
1788	CL 51-KR 71	4.6670227	-74.10630025
1789	CL 16H-KR 100	4.67320962	-74.1491112
1790	KR 77G-CL 65H S	4.65821705	-74.07371185
1791	AV AVENIDA BOYACA-KR 59 S	4.63693193	-74.13693008
1792	CL 67A-KR 29 S	4.71070995	-74.13593415
1793	KR 101-CL 73	4.6973321	-74.1050544
1794	AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 111 S	4.63392345	-74.1735135
1795	CL 12D-KR 1A	4.5991493	-74.0689974
1796	KR 80-CL 4BIS	4.66405015	-74.05353785
1797	AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 51C	4.582104	-74.157599
1798	CL 57-KR 16A	4.64664454	-74.08097519
1799	CL 65D-KR 78HBIS S	4.65670365	-74.07152505
1800	AV AVENIDA CIUDAD DE CALI-CL 43	4.70957695	-74.0948992
1801	CL 72-KR 78A	4.691797	-74.10028
1802	KR 66-CL 67A	4.68007	-74.0967089
1803	CL 94-KR 60	4.683105	-74.0672539
1804	KR 27-CL 29	4.61500735	-74.06668385
1805	CL 155C-KR 99	4.7311033	-74.023671
1806	AV AVENIDA CIRCUNVALAR-AC 78	4.6414936	-74.0556534
1807	CL 13-KR 72	4.6035886	-74.0794566
1808	TR 7-CL 105 ES	4.6926254	-74.05445215
1809	CL 90-KR 76B	4.70709	-74.09313
1810	KR 80BIS-CL 7A	4.63375275	-74.21109935
1811	KR 111A-CL 17ABIS	4.679614	-74.1521919
1812	CL 169-KR 21	4.750768	-74.0501289
1813	DG 42BIS-AK 81 S	4.62423155	-74.1635036
1814	CL 90A-KR 6F SE	4.7179716	-74.1015417
1815	KR 87A-CL 33 S	4.62173265	-74.072495
1816	CL 2-KR 10 S	4.5869398	-74.0868311
1817	CL 71-KR 69I	4.661813	-74.06849225
1818	KR 78H-CL 44BBIS S	4.607806	-74.203931
1819	KR 70-CL 70 S	4.6957269	-74.1116723
1820	CL 41BBIS-KR 5U S	4.5768636	-74.0858963
1821	CL 57-KR 77	4.64664454	-74.08097519
1822	CL 66A-KR 18C	4.6858922	-74.1051797
1823	CL 142-KR 136A	4.7476106	-74.113787
1824	CL 5B-KR 86A	4.6403263	-74.15682
1825	KR 52-CL 40BBIS	4.63943165	-74.0666057
1826	TR 57A-AC 103B	4.691425	-74.0647969
1827	KR 108-CL 136B	4.7401497	-74.1008355
1828	AV AVENIDA BOYACA-AC 19C S	4.72969191	-74.0687903
1829	KR 81B-CL 19A	4.6809517	-74.1486834
1830	KR 145-CL 110A	4.74816	-74.1005947
1831	CL 95-KR 76 S	4.68380855	-74.0592214
1832	KR 10D-CL 27 S	4.608405	-74.0924669
1833	DG 89A-AK 115	4.68591255	-74.05213505
1834	CL 56BIS-KR 73A S	4.5847164	-74.1684788
1835	CL 28-KR 68 S	4.6241826	-74.07623545
1836	KR 2B-CL 37B S	4.6079499	-74.1091326
1837	KR 45-CL 228	4.62936581	-74.17463377
1838	KR 18-CL 54	4.63914638	-74.06055856
1839	CL 10B-KR 88	4.6516523	-74.1494558
1840	CL 149-KR 6A	4.73121225	-74.0461871
1841	KR 110BIS-CL 70B	4.70833325	-74.12892105
1842	CL 4-KR 16 S	4.5793282	-74.0804349
1843	CL 32F-KR 9 SE	4.6173447	-74.0655741
1844	TR 106-AC 74A	4.7093834	-74.1210839
1845	KR 22B-CL 64 S	4.71122975	-74.14010405
1846	KR 87J-CL 49 S	4.63647905	-74.06705775
1847	KR 79A-CL 11D	4.65079085	-74.14038895
1848	CL 48P-KR 51 S	4.672628	-74.1118169
1849	CL 89-KR 76	4.70611012	-74.09074069
1850	CL 154-KR 16C	4.7363578	-74.0409368
1851	CL 6 - KR 47	4.58990105	-74.0718791
1852	AC 70-KR 72	4.6569103	-74.0577612
1853	KR 45A-CL 62B S	4.64902535	-74.06491355
1854	CL 31-KR 12B S	4.6041264	-74.1271626
1855	CL 40B-KR 87F	4.6275049	-74.06580685
1856	TR 73B-CL 58B S	4.64637155	-74.0689285
1857	KR 77-CL 68G	4.67947615	-74.0945886
1858	KR 72A-CL 3	4.6259525	-74.1393926
1859	CL 164C-KR 8D	4.7417316	-74.0271023
1860	CL 39B-KR 89C S	4.6400074	-74.1687674
1861	CL 44-KR 69I S	4.65391546	-74.09992035
1862	DG 51-TR 60 S	4.5916201	-74.1459792
1863	KR 1-CL 74C	4.654705	-74.0504759
1864	CL 6B-KR 4	4.5908243	-74.07482995
1865	KR 27-CL 01	4.620862	-74.1272379
1866	KR 5-CL 48Z S	4.6342426	-74.0610008
1867	KR 6A-CL 3A	4.5888462	-74.0763925
1868	CL 147D-KR 92	4.7437465	-74.084624
1869	KR 6A-CL 79	4.66149919	-74.05215923
1870	KR 24-CL 15	4.60517935	-74.07862195
1871	CL 130-KR 93	4.72601224	-74.0888681
1872	CL 169B-KR 69	4.7585485	-74.0760432
1873	AV AVENIDA BOYACA-AC 36	4.6881517	-74.0940589
1874	CL 72-KR 78C S	4.6916843	-74.1004414
1875	AK 10-CL 20	4.6069132	-74.0718188
1876	CL 154-KR 45	4.7304296	-74.02730315
1877	CL 14-KR 2	4.66978396	-74.15873184
1878	AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 44A S	4.6231	-74.167624
1879	CL 71A-KR 22	4.66017725	-74.06435385
1880	AV AVENIDA CENTENARIO-CL 69F	4.644279	-74.124549
1881	CL 133-KR 150D	4.744074	-74.1211779
1882	AK 68-CL 9B S	4.616765	-74.126761
1883	KR 123-CL 14A	4.67839916	-74.165483
1884	CL 56-KR 18	4.64399115	-74.06927195
1885	CL 27-KR 21	4.62279705	-74.07694455
1886	CL 76-KR 63	4.67808452	-74.08051297
1887	KR 18-CL 86 ES	4.6721039	-74.0564961
1888	CL 33-KR 41A S	4.62134765	-74.0709182
1889	KR 16MBIS-CL 76 S	4.6529541	-74.08356476
1890	CL 51-KR 16	4.6387456	-74.06843195
1891	CL 138-KR 154C	4.744486	-74.12655
1892	KR 89B-CL 48	4.63593955	-74.06971655
1893	KR 72D-CL 57K S	4.6799823	-74.1111717
1894	CL 129-KR 7C	4.7081174	-74.028874
1895	AC 45A-KR 50B S	4.540938	-74.0981759
1896	KR 80C-CL 64 S	4.70443337	-74.13623419
1897	KR 78CBIS-CL 58P S	4.6033605	-74.17835445
1898	KR 42-CL 73BBIS S	4.731054	-74.0254089
1899	KR 110-CL 72D	4.68865215	-74.03502755
1900	KR 68-CL 9B S	4.604229	-74.115319
1901	DG 45B-KR 9 SE	4.7312058	-74.0283582
1902	CL 67-KR 70	4.65407745	-74.0634768
1903	AK 85-CL 89	4.71391745	-74.0999252
1904	KR 28-CL 51 S	4.6331722	-74.1822612
1905	KR 42B-CL 12B	4.6224665	-74.1022852
1906	CL 16M-KR 100	4.670804	-74.1491059
1907	CL 42-KR 95 S	4.6529629	-74.10162095
1908	KR 91-CL 163	4.73898965	-74.0279077
1909	KR 54-DG 52 S	4.5776845	-74.1623454
1910	CL 4-KR 37B	4.60948925	-74.1068262
1911	KR 31-CL 66A S	4.6859837	-74.1054906
1912	KR 69B-CL 8A	4.633423	-74.1285809
1913	AK 24-CL 64	4.6481491	-74.05893915
1914	CL 69-KR 68B	4.67898055	-74.0918925
1915	KR 18C-CL 59	4.64699	-74.0693253
1916	CL 61-TR 17 S	4.6048296	-74.119049
1917	CL 65J-KR 77D S	4.69266904	-74.11946257
1918	CL 66 - KR 22	4.656645	-74.070088
1919	KR 7-CL 192A	4.7685835	-74.02524805
1920	CL 65-KR 29	4.658555	-74.0743619
1921	CL 66BIS-KR 18V S	4.584991	-74.1014261
1922	CL 169-KR 51	4.7509076	-74.0506379
1923	AV AVENIDA JIMENEZ DE QUESADA-CL 12	4.60286241	-74.07863821
1924	KR 20DBIS-CL 68G S	4.6769072	-74.0904961
1925	DG 31-AK 60 S	4.61133324	-74.13388795
1926	KR 79C-CL 8BIS	4.64565035	-74.1495878
1927	KR 74C-CL 87Q	4.719618	-74.1072104
1928	AV AVENIDA BOYACA-AC 152	4.7383708	-74.0656285
1929	KR 4-CL 39	4.6270837	-74.07913865
1930	KR 9A-CL 68B S	4.617555	-74.1276489
1931	KR 109-CL 23	4.68704165	-74.14558305
1932	KR 3B-CL 23	4.606949	-74.067212
1933	CL 79D-KR 18Q S	4.577892	-74.0941319
1934	KR 69D-CL 3	4.5850659	-74.0698811
1935	CL 52F-KR 24C S	4.577227	-74.135247
1936	CL 116-KR 170	4.7472117	-74.0222416
1937	CL 7CBIS-KR 72C	4.6363927	-74.14017185
1938	TR 35-AC 27B S	4.5949932	-74.1212023
1939	TR 78H-CL 41 S	4.6000946	-74.2026942
1940	KR 72R-CL 43A S	4.6062958	-74.1553819
1941	CL 96A-KR 14C S	4.66763593	-74.02138912
1942	TR 78K-AC 41BIS S	4.6512725	-74.1063573
1943	CL 22 BISS- KR 9 C S	4.66891485	-74.13258165
1944	KR 14V-CL 77 S	4.6671177	-74.0638216
1945	CL 83-KR 103C	4.714559	-74.10834875
1946	AV AVENIDA CARACAS-CL 56D	4.54479912	-74.12078946
1947	KR 20A-DG 182	4.75915	-74.0273189
1948	KR 94-CL 76BBIS	4.73125665	-74.0282704
1949	KR 11C-CL 127	4.722904	-74.0981038
1950	KR 45-CL 69K	4.71488578	-74.13755248
1951	KR 80I-CL 63	4.6494409	-74.0641183
1952	DG 62-KR 20N S	4.67870715	-74.0585773
1953	CL 151-KR 111	4.72468876	-74.02376005
1954	CL 80A-KR 108	4.71697285	-74.11654365
1955	CL 49-KR 3 S	4.6337841	-74.0564932
1956	KR 9-CL 113A	4.69283	-74.036833
1957	CL 81A-KR 120	4.6639497	-74.05084155
1958	KR 27Y-CL 37 S	4.6260483	-74.0728808
1959	CL 52-KR 78J S	4.6395936	-74.06752265
1960	AV AVENIDA CIUDAD DE CALI-KR 130	4.74631335	-74.0962996
1961	TR 90D-AC 86A	4.6489978	-74.14710435
1962	KR 26-CL 60	4.6468029	-74.0639364
1963	KR 72 - CL 70	4.672402	-74.0820149
1964	CL 76-KR 12 S	4.673854	-74.0745989
1965	CL 77-KR 8	4.659776	-74.053277
1966	CL 42G-KR 74A S	4.5759235	-74.17609975
1967	KR 76-CL 63F	4.708046	-74.1398779
1968	CL 68BIS-TR 7B S	4.5749947	-74.08793835
1969	AC 17-KR 103	4.6678878	-74.0960395
1970	KR 79-CL 11F S	4.5768828	-74.0846263
1971	KR 5A-CL 98C ES	4.678637	-74.040032
1972	KR 63-CL 28A	4.6173295	-74.07360635
1973	KR 17A-CL 70A S	4.71376735	-74.13488335
1974	AV AVENIDA PRIMERA DE MAYO-CL 16	4.63268215	-74.18514565
1975	AK 45-CL 27	4.783899	-74.04079095
1976	AC 134-KR 58	4.71924236	-74.05648643
1977	CL 44-KR 38 S	4.64516597	-74.09258186
1978	AC 24-TR 85C	4.67167875	-74.05843215
1979	KR 12B-CL 74 S	4.6617887	-74.06147665
1980	AV AVENIDA CIUDAD DE CALI-AC 59 S	4.63528665	-74.1623031
1981	KR 30-CL 20A	4.67376145	-74.1409869
1982	CL 69M-KR 42	4.7081754	-74.132364
1983	TR 4A-CL 53A S	4.541424	-74.111025
1984	KR 96-CL 42F	4.62997195	-74.0682072
1985	CL 168-KR 14B	4.7470364	-74.0355167
1986	KR 37A-CL 7A	4.7602916	-74.0274118
1987	KR 89BISA-CL 69C S	4.6916065	-74.10815225
1988	KR 111-CL 160A	4.7579522	-74.0912882
1989	TR 98-CL 53 S	4.68537525	-74.0550827
1990	AC 17-KR 10B	4.65973	-74.0634839
1991	KR 7A-CL 116	4.69286475	-74.03094185
1992	CL 84H-KR 83	4.6663749	-74.0506295
1993	CL 50-KR 36 S	4.55916981	-74.09894029
1994	CL 15-KR 98A	4.60528555	-74.0787683
1995	CL 54C-KR 87T S	4.63914638	-74.06055856
1996	KR 20A-CL 64	4.69898515	-74.1284075
1997	DG 10A-KR 78D	4.64211165	-74.1377516
1998	KR 120A-CL 24	4.60788114	-74.06668142
1999	KR 62-CL 4D	4.6225335	-74.11681845
2000	AK 1-CL 121	4.70389545	-74.06237045
2001	DG 60-KR 75I S	4.591326	-74.1776
2002	TR 88B-DG 72 S	4.698372	-74.107227
2003	KR 26-CL 68	4.65510175	-74.06356305
2004	KR 53B-CL 5B	4.62907031	-74.14153116
2005	CL 128-KR 59	4.7123664	-74.0554812
2006	KR 33A-DG 56BIS S	4.5821097	-74.142737
2007	KR 27-CL 46	4.6472625	-74.08798425
2008	CL 132B-KR 129A	4.71632895	-74.0552652
2009	AV AVENIDA PRIMERA DE MAYO-KR 27 E	4.593838	-74.112409
2010	AK 70D-CL 99	4.68134445	-74.0428391
2011	CL 41A-KR 27BIS S	4.6307028	-74.1667426
2012	KR 11B-CL 135	4.74083125	-74.1304449
2013	TR 78-CL 71D S	4.689845	-74.100704
2014	CL 64D-KR 110B	4.7037019	-74.1327944
2015	AV AVENIDA LAS VILLAS-AC 128	4.7266087	-74.0650001
2016	CL 18-TR 26	4.67626784	-74.14650624
2017	KR 10-CL 45 ES	4.64759245	-74.09033145
2018	CL 36-KR 72K S	4.555327	-74.0836699
2019	AV AVENIDA PRIMERO DE MAYO-AC 42 S	4.5714798	-74.0896694
2020	DG 45-KR 20BIS S	4.605742	-74.201326
2021	KR 86-CL 71R	4.73128805	-74.02834355
2022	CL 7-KR 85	4.65123835	-74.1563201
2023	KR 32B-CL 28	4.63052125	-74.08136965
2024	KR 78-CL 44 S	4.6463929	-74.0926924
2025	CL 60BBIS-KR 18D S	4.5622806	-74.1379918
2026	KR 78C-CL 73A S	4.6929559	-74.099767
2027	CL 59A-KR 75 S	4.6741478	-74.0773679
2028	KR 41B-CL 2F	4.613456	-74.1140328
2029	DG 65ABIS-KR 18QBIS S	4.6529541	-74.08356476
2030	KR 77Q-CL 46B S	4.6477494	-74.0886625
2031	CL 65H-KR 78L S	4.69266904	-74.11946257
2032	AK 53-CL 152	4.73636575	-74.06211185
2033	KR 105B-CL 87 S	4.67342755	-74.0560415
2034	AV AVENIDA DE LAS AMERICAS-AC 35	4.625238	-74.0919516
2035	KR 73-CL 53CBIS	4.69334305	-74.10032395
2036	CL 48A-KR 77KBIS S	4.63525615	-74.06369405
2037	CL 57-TR 24	4.6453123	-74.0721278
2038	CL 42FBIS-KR 80 S	4.63031685	-74.0682015
2039	KR 88-CL 38 S	4.6113423	-74.1427995
2040	TR 20F-CL 68 S	4.67829085	-74.0929063
2041	CL 73D-KR 82H S	4.71057715	-74.12301095
2042	KR 22-CL 39	4.62745235	-74.07304655
2043	KR 8H-CL 172	4.75053685	-74.0340339
2044	KR 68X-CL 38 S	4.6158255	-74.146433
2045	KR 1-CL 32 ES	4.6007729	-74.1088015
2046	AK 86-CL 73A	4.69710705	-74.10522105
2047	CL 89C-KR 8B SE	4.71803715	-74.1041751
2048	KR 29A-CL 28 S	4.6312318	-74.0818459
2049	TR 18I-CL 69D S	4.7099945	-74.1330185
2050	CL 45-TR 78HBISA S	4.6477649	-74.0841903
2051	KR 5-CL 34A S	4.6427278	-74.1656715
2052	AV AVENIDA PASEO DE LOS LIBERTADORES-CL 186	4.6809351	-74.0583176
2053	KR 77G-CL 69B	4.6862158	-74.0857725
2054	AV AVENIDA BOYACA- DG 47 A	4.689448	-74.0938201
2055	KR 70-CL 116	4.69898	-74.074648
2056	KR 51-CL 65 S	4.69197253	-74.11868987
2057	KR 72F-CL 38B S	4.6095469	-74.14267597
2058	KR 86-CL 74C	4.659454	-74.0545398
2059	AV AVENIDA DE LAS AMERICAS-CL 9	4.62575814	-74.09494321
2060	CL 80B-KR 94	4.70609195	-74.10602045
2061	TR 85-CL 64GBISA	4.62565515	-74.17474385
2062	CL 70A-KR 14A	4.657475	-74.0630999
2063	AK 14-CL 63B S	4.6540305	-74.0777892
2064	KR 110B-CL 66	4.7038211	-74.13064095
2065	KR 152-CL 131	4.72794255	-74.08611465
2066	KR 8D-CL 81C S	4.6637188	-74.0512506
2067	CL 120-KR 60	4.70603525	-74.0710734
2068	CL 103-KR 15	4.6898844	-74.0579833
2069	CL 65C-KR 78A S	4.6888237	-74.1092447
2070	CL 84F-KR 85	4.6664563	-74.0488714
2071	CL 68A-KR 90	4.69262717	-74.11063418
2072	CL 68-KR 90 S	4.6822761	-74.0695305
2073	KR 103P-CL 22F	4.6656548	-74.12998899
2074	TR 1A-AC 69	4.687459	-74.08155
2075	CL 61B-KR 18L	4.6486978	-74.0691559
2076	CL 60-KR 19	4.64749035	-74.06713045
2077	CL 33A-KR 89D S	4.6222194	-74.06990115
2078	AV AVENIDA DEL SUR-CL 77G	4.5410031	-74.14952595
2079	DG 84A-KR 77	4.706051	-74.0939989
2080	KR 106BIS-CL 142	4.7186846	-74.0276342
2081	KR 3-DG 57A S	4.686705	-74.0311849
2082	KR 72-CL 38B S	4.597979	-74.126955
2083	CL 40B-KR 89B S	4.6387148	-74.1702004
2084	AV AVENIDA BOYACA-CL 62A	4.69085245	-74.0926138
2085	AV AVENIDA CARACAS-KR 13F	4.5611713	-74.1242112
2086	KR 13-CL 75A S	4.661346	-74.058618
2087	KR 51-CL 34 S	4.62471219	-74.07896944
2088	KR 24D-CL 48C S	4.63364425	-74.05788365
2089	CL 121-KR 7A	4.698051	-74.031876
2090	AK 104-CL 129	4.7299982	-74.1008788
2091	CL 91-KR 30	4.681505	-74.0674289
2092	KR 24-CL 46A	4.632659	-74.0601499
2093	CL 162-KR 55C	4.7386755	-74.0288181
2094	KR 123-CL 121	4.70668775	-74.07473905
2095	TR 94C-CL 89	4.7165586	-74.10265025
2096	CL 77G-KR 7 S	4.72984	-74.0250029
2097	TR 16A-DG 46A	4.6353483	-74.0698581
2098	KR 88A-CL 33A S	4.6222194	-74.06990115
2099	CL 59BIS-KR 80B	4.64507622	-74.06182359
2100	TR 9BIS-CL 2 E	4.585825	-74.0742009
2101	KR 2-CL 6B S	4.638975	-74.1578997
2102	CL 128B-KR 59BIS	4.7209486	-74.0869325
2103	KR 8C-CL 1A S	4.58394	-74.080422
2104	KR 79-CL 11BISA	4.67412	-74.071418
2105	KR 79-CL 57F S	4.68040236	-74.11163454
2106	CL 71-KR 43A S	4.69252705	-74.10508935
2107	AV AVENIDA BOYACA-CL 61B S	4.57733155	-74.14085835
2108	CL 40B-KR 5F S	4.6268638	-74.06415335
2109	KR 79-CL 33 S	4.6176594	-74.0619567
2110	CL 35A-KR 72N S	4.62502035	-74.078753
2111	KR 10-CL 40	4.6280254	-74.06714035
2112	CL 134B-KR 9	4.715918	-74.041281
2113	KR 105-CL 132	4.7099058	-74.0284079
2114	CL 81C-KR 8 SE	4.72525846	-74.12116905
2115	CL 67ABIS-KR 17M S	4.6171353	-74.1292808
2116	KR 1A-CL 41 ES	4.63147563	-74.07286397
2117	CL 183-KR 25	4.76261377	-74.04941197
2118	CL 56-KR 5 SE	4.6416502	-74.0614114
2119	KR 78C-CL 65U S	4.658578	-74.0728909
2120	CL 10BIS-KR 37A	4.5824223	-74.0903095
2121	CL 18A-KR 17 S	4.63234075	-74.10430265
2122	KR 72JBIS-CL 39B S	4.6274804	-74.0799038
2123	DG 51-AK 56B S	4.614622	-74.1257479
2124	CL 42A-KR 88CBIS S	4.5993725	-74.2027044
2125	CL 170-KR 82	4.7472117	-74.0222416
2126	CL 46-KR 16A SE	4.649551	-74.0911119
2127	AC 68-KR 70	4.6699812	-74.0808093
2128	AV AVENIDA DEL SUR-AC 54	4.5411279	-74.1493472
2129	KR 12H-CL 32A S	4.62121735	-74.07415585
2130	KR 4A-CL 26	4.607775	-74.0681569
2131	CL 26-KR 96B	4.64756127	-74.1676178
2132	KR 90C-CL 127C	4.718464	-74.09066
2133	CL 64-KR 105D	4.69720605	-74.12676825
2134	KR 19-CL 75A S	4.6943566	-74.0977639
2135	AC 72-KR 72D	4.6661134	-74.07129605
2136	CL 131-KR 58D	4.74055351	-74.12476223
2137	CL 56-KR 5CBISA S	4.6401296	-74.0582989
2138	CL 56-KR 90B S	4.6817759	-74.11357905
2139	CL 8-KR 36	4.60767985	-74.0951037
2140	AV AVENIDA CENTENARIO-KR 84	4.641878	-74.122886
2141	CL 166-KR 49	4.7470698	-74.0475321
2142	KR 9A-CL 64	4.6496264	-74.0611991
2143	AV AVENIDA SUBA-AC 90	4.7247363	-74.074558
2144	AC 19-KR 16A	4.6701294	-74.0568271
2145	AC 116-KR 110 S	4.69446526	-74.03551328
2146	CL 7CBIS-KR 72B	4.2106418	-74.6310663
2147	CL 70-KR 78H S	4.71100575	-74.13318685
2148	AV AVENIDA BOYACA-AC 55	4.6726923	-74.1052646
2149	KR 79H-CL 59 S	4.6612254	-74.0518937
2150	KR 18A-CL 103A	4.6871453	-74.04405495
2151	TR 77-DG 81B	4.672353	-74.118364
2152	CL 143-KR 109C	4.7477649	-74.1001277
2153	CL 143A-KR 141C	4.751285	-74.1150609
2154	KR 115-CL 118	4.69708745	-74.03945135
2155	AK 28-CL 41	4.62763984	-74.05942286
2156	AV AVENIDA CIUDAD DE CALI-CL 104	4.74648	-74.09621245
2157	CL 80-KR 92L	4.6638386	-74.05322675
2158	CL 65-KR 79C	4.681338	-74.0781579
2159	KR 72A-CL 152B	4.740375	-74.067776
2160	CL 57D-KR 78K S	4.64680366	-74.08296682
2161	KR 2-CL 185A	4.761419	-74.022758
2162	CL 145-KR 95ABIS	4.75245165	-74.1076434
2163	CL 3A-KR 69C	4.6257083	-74.1317983
2164	DG 39-KR 30	4.586267	-74.1242576
2165	AV AVENIDA SUBA-AC 72	4.69462165	-74.06807105
2166	AV AVENIDA DE LAS AMERICAS-AC 44	4.626999	-74.1008425
2167	CL 167-KR 73C	4.74334405	-74.0207501
2168	KR 55-CL 5A	4.622926	-74.1134499
2169	KR 27 - CL 17	4.6132751	-74.0868474
2170	KR 79B-CL 2	4.5986595	-74.0975507
2171	AV AVENIDA PRIMERA DE MAYO-AC 72	4.6659638	-74.07091215
2172	KR 7-CL 192B	4.7687888	-74.02746585
2173	CL 48G-KR 5H	4.6342426	-74.0610008
2174	TR 44-CL 56A S	4.64816307	-74.0945029
2175	AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 88 S	4.62793126	-74.1705675
2176	KR 86A-CL 86	4.6758471	-74.0661904
2177	KR 40-CL 4F	4.618009	-74.1107099
2178	CL 71-KR 88J S	4.6930747	-74.10565685
2179	KR 17-CL 32BIS	4.6069922	-74.0774894
2180	CL 59-KR 71I S	4.6461468	-74.06492565
2181	AV AVENIDA BOYACA-KR 27B	4.6892323	-74.0939684
2182	KR 45-CL 69N S	4.71488578	-74.13755248
2183	CL 19-KR 81B	4.6702212	-74.1403545
2184	CL 165-KR 8B	4.7418582	-74.0270605
2185	CL 12-KR 17 SE	4.61483105	-74.0962795
2186	KR 32-CL 35 S	4.6237681	-74.06939915
2187	KR 70-CL 60	4.64709745	-74.0650082
2188	KR 14C-CL 91A S	4.71593445	-74.09826825
2189	KR 23-CL 47 S	4.6011826	-74.1499746
2190	DG 45C-TR 13D	4.569125	-74.120007
2191	CL 44B-TR 68D S	4.6446881	-74.09044565
2192	KR 96-CL 157	4.734474	-74.0307199
2193	CL 76BISB-KR 94	4.66562162	-74.06336054
2194	CL 74C-KR 70F	4.68883965	-74.09137115
2195	CL 12B-KR 95	4.609842	-74.0884261
2196	CL 52A-KR 25 S	4.6408908	-74.0746511
2197	KR 79A-CL 1	4.6234272	-74.14232235
2198	DG 46-KR 46 S	4.570708	-74.163016
2199	CL 39-KR 73A S	4.6153254	-74.1499566
2200	DG 74D-KR 27G S	4.5482169	-74.159848
2201	KR 50I-CL 26 S	4.54035465	-74.10792655
2202	KR 84-CL 42B S	4.6529629	-74.10162095
2203	CL 142-KR 109B	4.74662135	-74.10029225
2204	KR 199B-DG 138F	4.69673345	-74.1694047
2205	AV AVENIDA CARACAS-AC 56 S	4.5667044	-74.1262557
2206	CL 76-KR 14B S	4.6623664	-74.0579832
2207	CL 153-KR 12	4.727422	-74.0238193
2208	CL 68B-KR 14 S	4.68872745	-74.10478455
2209	KR 78-CL 52 S	4.6729418	-74.0717268
2210	CL 4-KR 33	4.6063616	-74.10413125
2211	KR 7-CL 11	4.7303983	-74.0262389
2212	CL 76D-KR 100B	4.7081018	-74.1145554
2213	KR 69 - CL 69	4.680409	-74.093826
2214	KR 17-CL 140	4.7188745	-74.0355519
2215	CL 70-KR 22 S	4.66185	-74.0667549
