	Address	Latitude	Longitude
7681	CL 119 - KR 13	4.6985704	-74.0400322
7682	CL 64F-KR 69P	4.6731542	-74.0986485
7683	KR 107-CL 79C	4.715818	-74.1176439
7684	KR 109-CL 17	4.6938818	-74.0474375
7685	CL 34-KR 17 S	4.62322	-74.072388
7686	AC 24-KR 71B	4.6730868	-74.1035714
7687	AV AVENIDA CIUDAD DE QUITO-KR 51F	4.6637867	-74.0758426
7688	CL 26-KR 71B	4.663685	-74.0696519
7689	KR 102A-CL 130A	4.73238325	-74.10116635
7690	KR 124-CL 130B	4.736364	-74.1089029
7691	AC 80 - KR 76	4.69874948	-74.09568411
7692	CL 138A-KR 45	4.74502485	-74.1296331
7693	KR 18R-CL 63F	4.6501972	-74.0672593
7694	KR 29-CL 22A	4.66973875	-74.13395825
7695	KR 78-CL 85A S	4.7014072	-74.0997961
7696	CL 30-KR 72	4.61576975	-74.066489
7697	KR 11B-CL 56 ES	4.64617285	-74.083762
7698	CL 44-TR 22A S	4.64173455	-74.090339
7699	KR 22-CL 135	4.7405587	-74.13106225
7700	KR 18L-CL 69M S	4.7057849	-74.12978335
7701	KR 88C-CL 52B	4.6386293	-74.0615479
7702	KR 24C-CL 71A	4.68661765	-74.095706
7703	TR 77G-CL 71BBIS S	4.6067487	-74.20950453
7704	CL 47-KR 4	4.60404855	-74.15440925
7705	KR 33A-CL 25F	4.630658	-74.0841319
7706	CL 45-KR 54	4.64759245	-74.09033145
7707	CL 18-KR 15 S	4.576449	-74.0920159
7708	KR 27-CL 35B	4.62998	-74.0821379
7709	KR 69-CL 78G	4.67566934	-74.07569306
7710	KR 106A-CL 70DBIS	4.69504415	-74.05925
7711	KR 13-CL 67C S	4.6535571	-74.0629004
7712	CL 49D-KR 5 S	4.546444	-74.112487
7713	CL 45A-KR 62F S	4.6464994	-74.08780005
7714	TR 42-CL 4K	4.586235	-74.0887399
7715	CL 129-KR 89B	4.7235459	-74.0887166
7716	KR 106-CL 77A	4.7117634	-74.118634
7717	CL 127 - KR 11 C	4.7216057	-74.0969095
7718	CL 64-KR 18K S	4.578619	-74.0947129
7719	KR 6-CL 20 S	4.60688	-74.07184
7720	AC 72-KR 83A	4.6594196	-74.0619612
7721	CL 75B-KR 74A E	4.69709135	-74.0994113
7722	KR 13F-CL 59A S	4.60207355	-74.1794959
7723	CL 87B-TR 3 S	4.6670685	-74.04510675
7724	KR 87B-CL 98	4.69340215	-74.0777663
7725	CL 39A-KR 2F S	4.6291517	-74.07751605
7726	AV AVENIDA DE LAS AMERICAS-CL 87F	4.62603805	-74.0906411
7727	KR 51-CL 54 S	4.6400705	-74.06192245
7728	CL 69C-KR 112D	4.7098021	-74.1326533
7729	KR 96-CL 72A	4.69165255	-74.09971515
7730	CL 5 S- KR 11 S	4.5853576	-74.0891712
7731	CL 35-KR 19 S	4.6245564	-74.0741606
7732	CL 77A-KR 78	4.69756495	-74.09686575
7733	CL 49F-KR 10 S	4.634352	-74.0583379
7734	AK 86-CL 69	4.6916197	-74.1081782
7735	KR 74-CL 187A	4.764147	-74.0307639
7736	KR 47A-CL 73C S	4.71251264	-74.12483466
7737	AV AVENIDA CIUDAD DE CALI-CL 58D S	4.61063575	-74.202515
7738	CL 4-KR 2 S	4.5860912	-74.0884249
7739	CL 145A-KR 21	4.726156	-74.0388719
7740	CL 45A-KR 47 S	4.60415983	-74.15471394
7741	CL 72-KR 29A	4.68795905	-74.0955934
7742	AC 43A-KR 85A S	4.6679308	-74.05156235
7743	KR 81-CL 69A	4.6899003	-74.1047242
7744	CL 50A-KR 5Z	4.63755675	-74.0673998
7745	CL 131A-KR 46	4.71779421	-74.05525144
7746	KR 50-CL 57	4.64401885	-74.0644039
7747	KR 5-CL 71F S	4.653564	-74.054451
7748	CL 43-KR 78N S	4.6824976	-74.06755275
7749	KR 87-CL 62C S	4.64746781	-74.0608768
7750	KR 78GBIS-CL 47 S	4.60427835	-74.1550386
7751	CL 75D-KR 73C S	4.7002396	-74.10532125
7752	KR 1A-CL 183A E	4.7606119	-74.0216456
7753	AK 71B-CL 53B S	4.6947659	-74.10557145
7754	KR 14-CL 41B	4.6315384	-74.0762701
7755	CL 127B-KR 51A	4.7182284	-74.0915134
7756	CL 68-KR 23C S	4.69392399	-74.11437445
7757	KR 94A-CL 65 S	4.685703	-74.071827
7758	CL 58DBIS-KR 86A E	4.66618735	-74.04380737
7759	AV AVENIDA CARACAS-CL 12A S	4.51530593	-74.11656012
7760	KR 2D-CL 48BIS S	4.581507	-74.080162
7761	CL 60G-KR 16D	4.64749035	-74.06713045
7762	KR 73C-CL 73J	4.729822	-74.0249649
7763	CL 70V-KR 27C S	4.7101112	-74.1322925
7764	KR 100-CL 168	4.7464504	-74.03246035
7765	CL 59-KR 81C S	4.58074585	-74.1800714
7766	CL 79-KR 69K	4.6877719	-74.0838957
7767	KR 10-CL 9F S	4.6404693	-74.1354074
7768	CL 59C-KR 39 S	4.5798941	-74.1798829
7769	CL 70-TR 48B S	4.65383045	-74.05839885
7770	KR 7B-CL 104 S	4.6838241	-74.0366597
7771	KR 73-CL 19	4.66914465	-74.13960965
7772	KR 69T-CL 8D	4.6446298	-74.14492855
7773	KR 28A-CL 17BIS	4.6155407	-74.088151
7774	KR 83A-CL 73D S	4.6971573	-74.10462175
7775	KR 37-CL 88	4.677827	-74.0638729
7776	KR 94-CL 66A	4.694204	-74.1163489
7777	CL 3-TR 40A	4.5915606	-74.08147835
7778	KR 29-CL 54 S	4.641084	-74.064093
7779	CL 39-KR 50 S	4.540894	-74.0982189
7780	KR 8I-CL 75 S	4.7031964	-74.1096909
7781	CL 61-KR 68C S	4.58793005	-74.1811538
7782	AV AVENIDA CIUDAD DE CALI-KR 71	4.68876435	-74.1100685
7783	CL 175-KR 29B S	4.75467604	-74.02267535
7784	CL 6-KR 23A	4.58990105	-74.0718791
7785	CL 40B-KR 12C S	4.566968	-74.112462
7786	KR 92-CL 11B	4.6460403	-74.13709705
7787	KR 7-CL 192CBIS	4.73079215	-74.02717945
7788	TR 73BISA-DG 37 S	4.60442908	-74.20257405
7789	DG 51B-KR 17 S	4.61122	-74.1223729
7790	CL 48D-KR 1A SE	4.5479963	-74.1018357
7791	AV AVENIDA BOYACA-KR 35 S	4.6893306	-74.0938966
7792	KR 1A-CL 24A ES	4.62021215	-74.07875295
7793	KR 8-CL 28 ES	4.6242017	-74.07634205
7794	AC 63-KR 7	4.6638839	-74.09174785
7795	KR 10B-CL 36B S	4.55898935	-74.09883535
7796	KR 90-CL 23I	4.6100691	-74.0724026
7797	CL 43A-KR 87I S	4.6046999	-74.1519702
7798	KR 59-CL 5B	4.601631	-74.0935289
7799	CL 8D-KR 78	4.63986075	-74.13801995
7800	DG 28BISB-TR 4 E	40.8684172	-73.97075774
7801	CL 49-KR 3D S	4.63647905	-74.06705775
7802	KR 71-CL 127C	4.7294414	-74.1052878
7803	KR 26G-CL 35 S	4.62204455	-74.0658027
7804	CL 7-KR 87	4.65123835	-74.1563201
7805	KR 86-CL 8B	4.64536595	-74.1475064
7806	CL 57R-KR 77B	4.67940755	-74.11053605
7807	CL 40F-TR 79F S	4.6251114	-74.1591517
7808	TR 2A-CL 1	4.6420208	-74.1602552
7809	TR 30-CL 54A S	4.642032	-74.0663479
7810	KR 78D-CL 10	4.60826015	-74.092414
7811	AV AVENIDA CENTENARIO-KR 96J	4.6375278	-74.1184414
7812	AV AVENIDA CIUDAD DE CALI-KR 144	4.6645337	-74.1317272
7813	KR 258-CL 18	-5.199865	-80.6413228
7814	KR 20-CL 16	4.60403985	-74.07507665
7815	CL 73B-KR 78C S	4.6929559	-74.099767
7816	VIA BOGOTA - CHOACHI KM	4.55920107	-73.93682203
7817	CL 71-KR 100 S	4.69287328	-74.10549006
7818	TR 24-CL 54D	4.6403995	-74.0635968
7819	AC 128A-KR 93	4.74700085	-74.02509548
7820	CL 91-KR 6F SE	4.71366305	-74.09662535
7821	KR 94-CL 134BIS	4.6665346	-74.0252689
7822	KR 75-CL 57RBIS S	4.67388825	-74.07738495
7823	KR 51-CL 58B S	4.64627095	-74.06835455
7824	CL 27-KR 34 S	4.62344215	-74.0773973
7825	CL 48-TR 5A S	4.63364425	-74.05788365
7826	KR 69L-CL 69	4.71488578	-74.13755248
7827	CL 161A-KR 8B	4.737728	-74.02819
7828	KR 72FBIS-CL 39BBIS S	4.6529541	-74.08356476
7829	KR 87K-CL 56F S	4.6401296	-74.0582989
7830	KR 33-CL 55A	4.6817345	-74.11415915
7831	AC 68-KR 68M	4.66880485	-74.08000605
7832	AK 30-CL 88B	4.67781415	-74.05986742
7833	KR 94B-CL 62 S	4.64746781	-74.0608768
7834	KR 31D-CL 1H	4.603059	-74.1051809
7835	CL 86A-KR 116B	4.7260849	-74.1139757
7836	KR 68D-CL 16	4.60776	-74.0802219
7837	TR 59B-CL 128ABIS	4.72220745	-74.07102805
7838	KR 104-CL 151A	4.7510519	-74.0933919
7839	KR 12-CL 128B	4.7233486	-74.0936761
7840	CL 4BIS-KR 18C	4.61840875	-74.1159787
7841	CL 11 S- KR 26 S	4.593802	-74.102189
7842	TR 13B-CL 139	4.746933	-74.1145819
7843	TR 64-CL 2	4.6236095	-74.13940245
7844	KR 53F-CL 2	4.61326905	-74.11924875
7845	CL 68A-KR 15C S	4.68879745	-74.1055893
7846	KR 75A-CL 34BIS S	4.62395675	-74.0726673
7847	KR 14-DG 45B	4.7638598	-74.02753685
7848	AV AVENIDA BOYACA-CL 167B	4.751665	-74.0649384
7849	DG 4G-KR 50 S	4.54035465	-74.10792655
7850	CL 6-KR 33 E	4.58990105	-74.0718791
7851	TR 100A-CL 80	4.66405015	-74.05353785
7852	KR 100-CL 58	4.64453765	-74.0643814
7853	CL 137A-KR 53	4.724913	-74.056839
7854	CL 110-KR 6B S	4.68926055	-74.03602785
7855	CL 13A-KR 81F	4.652983	-74.1398919
7856	CL 116C-KR 70C	4.69898	-74.074648
7857	CL 76-KR 72	4.65656262	-74.04676602
7858	AC 24-KR 122	4.70249675	-74.05336705
7859	KR 42A-CL 24A	4.62098965	-74.07927165
7860	AK 15-CL 92	4.6760283	-74.052343
7861	KR 78-CL 72	4.68795905	-74.0955934
7862	DG 48-KR 5X	4.75130693	-74.02539487
7863	KR 17-CL 82	4.66666798	-74.05450941
7864	AV AVENIDA DEL SUR-CL 137	4.72568426	-74.06313223
7865	CL 57R-KR 76A S	4.6806995	-74.1119415
7866	CL 111C-KR 69D	4.7078684	-74.130348
7867	AC 27-KR 104	4.6685032	-74.0968799
7868	CL 189-KR 15	4.76580371	-74.02797023
7869	CL 87B-KR 1 S	4.6373787	-74.1580287
7870	KR 102A-CL 134	4.7381752	-74.0990253
7871	CL 70B-KR 106	4.7055566	-74.123266
7872	KR 27 - CL 1 F	4.580873	-74.0781519
7873	DG 63-TR 20	4.565342	-74.145547
7874	KR 12BIS-CL 34 S	4.643502	-74.1299139
7875	DG 97A-KR 7B S	4.729923	-74.0251949
7876	CL 55-KR 4	4.64095322	-74.0616471
7877	CL 24A-KR 68ABIS	4.6121372	-74.0729249
7878	KR 8-CL 16 S	4.5868456	-74.1005139
7879	DG 2B-KR 79D	4.6329783	-74.1539326
7880	CL 205-KR 79	4.6638548	-74.05477325
7881	CL 74BIS-KR 86	4.69760705	-74.1034227
7882	CL 78-KR 83	4.7005255	-74.0992626
7883	CL 91-KR 71A	4.6973502	-74.1107184
7884	KR 96A-CL 128F	4.7275197	-74.0970323
7885	KR 3 E- CL 6 D E	4.63591005	-74.1527148
7886	CL 1-KR 86D	4.64006529	-74.15988708
7887	KR 74-CL 64I	4.7044491	-74.13624223
7888	DG 91A-KR 14I S	4.509385	-74.11967
7889	KR 53-DG 58 S	4.730911	-74.0272819
7890	CL 3A-KR 53CBIS	4.62576685	-74.1324311
7891	AV AVENIDA PASEO DE LOS LIBERTADORES-CL 127C	4.7127998	-74.0522464
7892	CL 45CBIS-KR 24	4.63306397	-74.06950315
7893	KR 5L-CL 48K S	4.6359827	-74.0699515
7894	KR 80A-CL 75B	4.71086995	-74.1210908
7895	DG 61-KR 22	4.6696277	-74.1338494
7896	CL 48J-TR 5I S	4.5481178	-74.1105926
7897	KR 58-CL 128D	4.7248315	-74.0934776
7898	CL 72-KR 103 S	4.6864633	-74.09394465
7899	KR 46A-CL 77B S	4.71432755	-74.12040825
7900	KR 1B-CL 38 S	4.6098277	-74.11846155
7901	TR 3B-CL 31 ES	4.6161463	-74.0639138
7902	KR 62-CL 67 S	4.6042716	-74.187812
7903	KR 71F-CL 12B	4.6165178	-74.095962
7904	KR 40A-CL 4C	4.6152069	-74.10939555
7905	CL 52A-KR 82B	4.6751915	-74.11176805
7906	CL 71-KR 76	4.68783805	-74.09898605
7907	KR 84A-DG 56 S	4.6148125	-74.1261846
7908	KR 112ABIS-CL 68A	4.7073242	-74.1335499
7909	KR 71-CL 62A S	4.647971	-74.0617379
7910	KR 19-CL 24 S	4.6862551	-74.14015005
7911	KR 38-CL 65	4.661618	-74.077503
7912	CL 21-KR 70	4.6663115	-74.13264755
7913	CL 39-KR 73C S	4.6180396	-74.1495814
7914	KR 26-CL 48A S	4.66488305	-74.10824735
7915	AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 23	4.62790845	-74.17049755
7916	CL 131A-KR 20	4.723358	-74.0703949
7917	KR 29B- CL 1 B	4.58805535	-74.08349661
7918	DG 50-KR 53A S	4.5908373	-74.1404587
7919	KR 133-CL 132A	4.74044855	-74.1284094
7920	KR 16B-CL 56 S	4.64594922	-74.08058798
7921	CL 6B-KR 93D	4.5908243	-74.07482995
7922	KR 15-CL 6	4.59145035	-74.0728135
7923	TR 78-CL 69A	4.68774505	-74.1021041
7924	TR 75-DG 7A	4.658816	-74.053028
7925	CL 77-KR 111	4.7147927	-74.121761
7926	CL 7-KR 67	4.65123835	-74.1563201
7927	KR 72-CL 62A	4.64746781	-74.0608768
7928	CL 90-KR 5 E	4.6750286	-74.05420429
7929	CL 102-KR 70B	4.696609	-74.0753929
7930	TR 78D-CL 74 S	4.691813	-74.1016789
7931	CL 68-KR 80	4.6845329	-74.0795438
7932	CL 90-KR 60A	4.680712	-74.0678079
7933	CL 163A-KR 12B	4.7408506	-74.0327702
7934	CL 44-KR 79 S	4.64675085	-74.09310265
7935	CL 68-KR 38 S	4.6610255	-74.0722523
7936	CL 79-KR 78A S	4.6983375	-74.0952873
7937	KR 4-CL 32	4.6176155	-74.0659938
7938	AV AVENIDA CIRCUNVALAR-KR 47	4.6567309	-74.0488726
7939	CL 0-KR 0	7.89832	-72.511291
7940	TR 78C-CL 70D	4.7065706	-74.1240621
7941	KR 9-CL 43A	4.63211771	-74.0717133
7942	CL 26-KR 37B S	4.62624275	-74.07849725
7943	KR 68A-CL 36	4.62533385	-74.07304795
7944	KR 6-CL 34 ES	4.621328	-74.0666059
7945	CL 33BIS-KR 27	4.6299203	-74.0844613
7946	KR 5-CL 48PBISB S	4.62725435	-74.1321428
7947	KR 80I-CL 84CBIS S	4.7303983	-74.0262389
7948	KR 6-CL 13BBIS S	4.5796546	-74.0795562
7949	DG 5A-KR 72A	4.6282278	-74.1392449
7950	CL 53A-KR 3 S	4.64368984	-74.08074425
7951	CL 50-KR 80 S	4.63733543	-74.06614168
7952	CL 70-KR 81A S	4.6917425	-74.1056855
7953	CL 105F-KR 71A	4.68661765	-74.095706
7954	KR 16M-CL 71B S	4.62090635	-74.19809725
7955	KR 94A-CL 129C	4.7267134	-74.0925678
7956	CL 13G-KR 147ABIS	4.6026509	-74.0782323
7957	KR 28B-CL 70	4.663298	-74.0730755
7958	AV AVENIDA DE LAS AMERICAS-CL 78A	4.62498325	-74.0889866
7959	KR 73-CL 160	4.7447935	-74.0672903
7960	KR 19-CL 145A	4.7261353	-74.0388474
7961	KR 75-CL 6	4.59126615	-74.07237075
7962	CL 90-TR 6 SE	4.7051613	-74.0886001
7963	KR 3C-CL 40 ES	4.6304259	-74.0748821
7964	KR 147-CL 137	4.7462482	-74.118608
7965	KR 53G-CL 5A	4.623277	-74.114924
7966	AV AVENIDA TINTAL-CL 43 S	4.6254469	-74.20296925
7967	CL 84-KR 96 S	4.68095625	-74.07448895
7968	CL 14A-KR 17 S	4.6171353	-74.1292808
7969	CL 78-KR 78G	4.6627763	-74.0549735
7970	CL 153-KR 44	4.7276483	-74.02445525
7971	DG 25-KR 94C	4.67049315	-74.13380035
7972	CL 139-KR 140A	4.72073685	-74.0413095
7973	CL 67-KR 20B S	4.61806425	-74.19222505
7974	CL 67A-TR 113F	4.67867655	-74.09520655
7975	AC 80-KR 13	4.70121825	-74.0989673
7976	CL 51A-KR 78K S	4.6127805	-74.1693958
7977	KR 73-CL 72A S	4.6968947	-74.1040965
7978	CL 36H-KR 2 SE	4.6251884	-74.07225175
7979	CL 40D-KR 82B	4.63033635	-74.0752928
7980	CL 16-KR 51	4.602536	-74.075088
7981	CL 50-KR 77TBIS S	4.54035465	-74.10792655
7982	CL 187-KR 21	4.7645968	-74.03818665
7983	KR 103-CL 23	4.6115157	-74.074628
7984	CL 245-KR 98B	4.82394987	-74.04372695
7985	KR 29-CL 64 S	4.657206	-74.0742329
7986	KR 80I-CL 79A S	4.71376435	-74.1160562
7987	CL 65A-KR 19 S	4.654052	-74.0671428
7988	CL 35B-KR 26G	4.6237681	-74.06939915
7989	CL 24D-KR 75	4.6676964	-74.1182603
7990	CL 71-KR 69P	4.6823603	-74.0919689
7991	KR 4-DG 91	4.729902	-74.0251379
7992	KR 81I-CL 71A S	4.6121657	-74.19499
7993	KR 103B-CL 154	4.7304296	-74.02730315
7994	KR 1-CL 78BIS S	4.58805535	-74.08349661
7995	KR 1-CL 163	4.7423262	-74.0412805
7996	KR 80-CL 60B S	4.5916173	-74.1734181
7997	KR 89C-CL 59 S	4.6463267	-74.06591655
7998	CL 67A-KR 110A	4.70410795	-74.1298998
7999	CL 74-KR 13A SE	4.660139	-74.059563
8000	KR 18-CL 69 S	4.71533905	-74.1378855
8001	AC 13-KR 47A	4.6998468	-74.0578742
8002	KR 91-CL 135A	4.7340189	-74.086513
8003	AV AVENIDA CIUDAD DE CALI-CL 103	4.74631335	-74.0962996
8004	CL 68-TR 70DBIS S	4.693502	-74.1136755
8005	KR 16-CL 448	4.68037335	-74.0510138
8006	CL 2BISA-KR 2D	4.58136955	-74.0678008
8007	CL 23-KR 111	4.689567	-74.0337349
8008	KR 86-CL 61	4.64714405	-74.0624039
8009	CL 43-KR 13 SE	4.63010681	-74.06379116
8010	CL 49-KR 93 SE	4.6364667	-74.0669731
8011	CL 192-KR 2	4.76871765	-74.02661635
8012	CL 36I-KR 8 SE	4.6225756	-74.0653151
8013	CL 53-TR 93	4.68316075	-74.0681773
8014	CL 82A-KR 72	4.6941802	-74.1034004
8015	KR 12B-CL 23 S	4.6484052	-74.1077496
8016	CL 9-KR 63	4.625545	-74.1223919
8017	DG 69B-KR 23	4.6541704	-74.1146057
8018	CL 57A-KR 82A	4.64747355	-74.08259295
8019	KR 18C-CL 66 S	4.694866	-74.1191659
8020	CL 38A-KR 8 S	4.6045858	-74.1133937
8021	KR 75D-CL 75A S	4.70922905	-74.11973535
8022	AC 24-KR 37	4.6401521	-74.0655588
8023	AC 6A-KR 75	4.5914531	-74.08049785
8024	KR 67-CL 80	4.66405015	-74.05353785
8025	KR 114-CL 83A	4.7250617	-74.1183841
8026	KR 78C-CL 6ABIS	4.5901278	-74.07593215
8027	KR 86-CL 25A	4.63399039	-74.09121012
8028	AC 60A-KR 19C S	4.6764368	-74.05760585
8029	CL 69-KR 95A S	4.71587425	-74.1383532
8030	KR 111B-CL 136A	4.742773	-74.102769
8031	KR 94C-CL 146	4.7286103	-74.04746165
8032	CL 63D-KR 28	4.655273	-74.0751459
8033	KR 6-CL 50	4.6371241	-74.06523305
8034	KR 79C-CL 53 S	4.6768018	-74.07226335
8035	KR 84-CL 62 S	4.65282537	-74.07851221
8036	CL 10A-KR 10A S	4.5840052	-74.0902705
8037	AV AVENIDA CIUDAD DE CALI-KR 13A	4.653984	-74.1418084
8038	KR 29-CL 53	4.633554	-74.184715
8039	TR 78L-CL 51A S	4.6140595	-74.1696648
8040	AV AVENIDA CIUDAD DE CALI-KR 42B	4.71034348	-74.09429971
8041	DG 64A-KR 43A S	4.5726967	-74.1532395
8042	TR 80A-DG 76 S	4.6060881	-74.207352
8043	CL 73-KR 15 SE	4.66898175	-74.07365115
8044	KR 46-CL 68G S	4.655936	-74.0999059
8045	KR 77M-CL 65GBISA S	4.6909461	-74.0985835
8046	KR 78K-CL 25 S	4.61500245	-74.1353413
8047	CL 24B-KR 72	4.6636678	-74.11630755
8048	KR 1A-CL 1BISC E	4.68753455	-74.0278852
8049	CL 188-KR 19	4.76490782	-74.03360142
8050	CL 65A-KR 72A	4.680866	-74.1016129
8051	CL 66-KR 84BIS	4.6989486	-74.12436335
8052	AC 6A-KR 88D	4.59027515	-74.0784074
8053	CL 163-KR 6A	4.73738625	-74.0221696
8054	AV AVENIDA CIUDAD DE CALI-CL 37A	4.6911036	-74.10839925
8055	KR 68-CL 1A S	4.5799308	-74.0803828
8056	KR 72N-CL 35A	4.70595351	-74.11842694
8057	DG 45F-TR 17 S	4.614818	-74.1282159
8058	CL 182-KR 5B	4.759062	-74.024115
8059	KR 181-CL 18J S	4.75915925	-74.04952735
8060	CL 27F-KR 111	4.690364	-74.0359289
8061	KR 18-CL 80 S	4.583762	-74.100984
8062	AV AVENIDA CARACAS-KR 8	4.62531145	-74.06906425
8063	CL 12ABIS-KR 28 S	4.63805375	-74.12332955
8064	KR 18F-CL 80B S	4.578106	-74.0940869
8065	KR 87C-CL 72A S	4.69755461	-74.10701722
8066	KR 112-CL 72	4.690231	-74.0324489
8067	CL 22-KR 35A S	4.66442051	-74.12930029
8068	KR 5F-CL 49 S	4.5469471	-74.1126501
8069	KR 92BIS-CL 129F	4.72842375	-74.09729415
8070	DG 51A-KR 61F S	4.589421	-74.14808
8071	KR 91-CL 88	4.6690178	-74.0441668
8072	CL 71A-KR 93A	4.698064	-74.112371
8073	KR 74A-CL 64H	4.7044491	-74.13624223
8074	KR 86-CL 65 S	4.69266904	-74.11946257
8075	CL 6ABIS-KR 90 S	4.59166825	-74.07904965
8076	CL 66-KR 17J	4.65309685	-74.0639128
8077	CL 61A-KR 92	4.6486476	-74.06535345
8078	KR 97A-CL 64G	4.6939725	-74.1207458
8079	KR 104-CL 141C	4.69148335	-74.0577971
8080	CL 48-KR 1	4.63593955	-74.06971655
8081	CL 40-KR 22A	4.670173	-74.1332801
8082	KR 8-CL 115 ES	4.6922193	-74.0311239
8083	CL 56F-KR 97A	4.6796506	-74.0423347
8084	KR 12-CL 75	4.65731585	-74.0524428
8085	CL 36-KR 26C	4.62595195	-74.0766009
8086	CL 26-KR 36 S	4.5588985	-74.09878245
8087	CL 8-TR 42	4.6056681	-74.09254475
8088	KR 34-CL 17 S	4.605649	-74.1201939
8089	CL 154-KR 99	4.75843395	-74.09755505
8090	KR 5B-CL 9 E	4.6062305	-74.0912125
8091	CL 93B-KR 11	4.6771439	-74.047923
8092	CL 35D-KR 68L	4.6237681	-74.06939915
8093	CL 41-KR 1D SE	4.6000946	-74.2026942
8094	CL 92A-KR 86 S	4.68157705	-74.0683324
8095	CL 51-KR 18 S	4.5869915	-74.0994883
8096	KR 115A-CL 81	4.66354675	-74.05110145
8097	AC 80-KR 71A	4.6911359	-74.08458685
8098	CL 12-KR 142	4.7189573	-74.03005345
8099	CL 74-KR 51	4.6700615	-74.0732927
8100	KR 97-CL 23A	4.6648568	-74.1241106
8101	CL 128-KR 88D	4.719245	-74.08856085
8102	CL 17G-KR 69F	4.6470151	-74.1246518
8103	AK 30-CL 61B	4.6533787	-74.0782121
8104	KR 77L-CL 69 S	4.6862158	-74.0857725
8105	TR 5H-DG 48A S	4.5459939	-74.1133338
8106	CL 76-KR 20A	4.663278	-74.061729
8107	KR 110-CL 79A	4.716421	-74.1202759
8108	KR 57F-CL 72F S	4.71445595	-74.12701175
8109	CL 21-KR 14BIS	4.6663115	-74.13264755
8110	KR 80J-CL 85A S	4.70837695	-74.09978675
8111	CL 26-KR 35A S	4.6264192	-74.1521882
8112	KR 20DBIS-CL 68A S	4.69076915	-74.1080975
8113	CL 153-KR 97	4.7476867	-74.0796256
8114	TR 74ABIS-CL 40F S	4.5662496	-74.1103956
8115	CL 49-KR 95A S	4.63612464	-74.06440692
8116	AV AVENIDA BOYACA-DG 45 S	4.6903984	-74.093157
8117	KR 68-CL 93A	4.67722935	-74.05004405
8118	KR 4-CL 42	4.6292211	-74.0645434
8119	KR 67A-CL 9	4.5979137	-74.0786977
8120	CL 20B-KR 112	4.68210545	-74.14848105
8121	CL 42C-KR 72R S	4.62912005	-74.06417131
8122	CL 26-KR 50A S	4.54035465	-74.10792655
8123	CL 90-KR 69B	4.6738675	-74.05199468
8124	CL 65-KR 4B	4.648056	-74.057629
8125	KR 10-CL 53A ES	4.64368984	-74.08074425
8126	AV AVENIDA PASEO DE LOS LIBERTADORES-CL 105	4.6931366	-74.0557029
8127	CL 97A-KR 14 S	4.6656922	-74.15562615
8128	KR 1B-CL 41A ES	4.61475255	-74.15639365
8129	CL 96A-KR 14 S	4.6679915	-74.0220873
8130	KR 94-CL 146	4.72204055	-74.0282247
8131	CL 41FBIS-KR 78B S	4.538318	-74.137815
8132	CL 48F-KR 9 S	4.63364425	-74.05788365
8133	CL 113-KR 9	4.69283	-74.036833
8134	KR 69-CL 98A	4.689491	-74.0741129
8135	KR 10A-CL 70	4.6549189	-74.0596822
8136	CL 57Q-KR 75F	4.64664454	-74.08097519
8137	KR 93B-CL 128B	4.71920176	-74.08857324
8138	CL 64-TR 17N S	4.65676165	-74.07289305
8139	CL 93-KR 12	4.6743938	-74.0480454
8140	CL 95-KR 8A	4.6778599	-74.0441295
8141	CL 4-KR 13A S	4.588711	-74.091424
8142	KR 73-CL 163	4.747557	-74.0668521
8143	CL 24A-KR 2BIS SE	4.709724	-74.19839835
8144	KR 30-CL 52A S	4.639264	-74.0642319
8145	AK 7-CL 53	4.63560842	-74.06379469
8146	CL 49-KR 5A S	4.6337841	-74.0564932
8147	CL 54F-KR 88D S	4.64475926	-74.07986036
8148	TR 19B-AC 16	4.6789758	-74.0560514
8149	AV AVENIDA CARACAS-CL 83 S	4.55566573	-74.12086277
8150	AK 100-CL 23A	4.68699575	-74.0552277
8151	KR 7A-CL 188	4.764228	-74.029451
8152	CL 39-KR 6C SE	4.62680365	-74.0688491
8153	KR 86-CL 79A	4.72012705	-74.12111415
8154	CL 27-KR 14B S	4.62344215	-74.0773973
8155	TR 17A-AC 1	4.67256185	-74.0554634
8156	CL 89-KR 5B S	4.7168789	-74.10298055
8157	CL 54A-KR 78F S	4.64489541	-74.0816978
8158	KR 104-CL 77BBIS	4.6387037	-74.20194575
8159	AC 94-KR 7A	4.75130693	-74.02539487
8160	CL 76-KR 85	4.65878075	-74.05289865
8161	KR 62-CL 18	4.605277	-74.0731319
8162	CL 70D-KR 18K S	4.582067	-74.0986049
8163	KR 78D-CL 8	4.60853191	-74.09615489
8164	CL 42F-KR 98A S	4.62912005	-74.06417131
8165	KR 88G-CL 49A S	4.6713244	-74.1108103
8166	KR 116A-CL 83	4.71843699	-74.11239485
8167	KR 92-CL 86	4.7103015	-74.1017304
8168	DG 4A-KR 18C	4.5975332	-74.0907248
8169	KR 66-CL 67A S	4.65755755	-74.07097825
8170	CL 67A-KR 77A S	4.6831862	-74.100249
8171	CL 78-KR 79 S	4.7203527	-74.12446945
8172	KR 81-CL 74A S	4.611352	-74.200835
8173	KR 54-CL 70A	4.711051	-74.1331999
8174	AK 86-CL 1A	4.63937226	-74.15744579
8175	KR 81-CL 42 S	4.568424	-74.1711948
